POL_ID;INS_AGE;INS_GENDER;POL_EFF_DT;POL_TRMNT_DT;CAR_USE;CAR_TYPE;INS_AREA;CLM_FREQ; TOTAL_CLM_AMNT 
SDF0000053304;62;M;29/05/00;00/01/00;Private;SUV;Urban;3; 609.000 
SDF0000053305;18;M;20/03/00;00/01/00;Commercial;Minivan;Urban;3; 529.000 
SDF0000053306;54;M;15/08/00;00/01/00;Private;Sports Car;Urban;2; 245.000 
GDF0000053307;78;F;30/11/00;00/01/00;Private;Pickup;Urban;2; 590.000 
ADF0000053308;24;F;23/01/00;00/01/00;Commercial;Truck;Urban;2; 327.000 
KDF0000053309;49;M;05/11/00;00/01/00;Private;Sports Car;Urban;3; 684.000 
ADF0000053310;52;M;12/06/00;00/01/00;Private;Minivan;Urban;3; 198.000 
TDF0000053311;54;M;03/09/00;00/01/00;Private;SUV;Urban;5; 84.000 
KDF0000053312;27;F;30/11/00;00/01/00;Private;SUV;Urban;0; 0 
TDF0000053313;78;F;19/08/00;00/01/00;Private;SUV;Urban;2; 110.000 
TDF0000053314;42;F;23/02/00;00/01/00;Private;Sports Car;Urban;5; 279.000 
KDF0000053315;46;F;19/01/00;00/01/00;Private;Minivan;Urban;0; 0 
ADF0000053316;61;F;02/04/00;00/01/00;Commercial;Minivan;Urban;3; 69.000 
ADF0000053317;66;F;25/06/00;00/01/00;Commercial;Van;Urban;0; 0 
KDF0000053318;64;M;07/09/00;00/01/00;Private;SUV;Rural;0; 0 
TDF0000053319;58;F;28/03/00;00/01/00;Private;Van;Urban;1; 473.000 
GDF0000053320;56;M;22/08/00;00/01/00;Commercial;Pickup;Urban;3; 562.000 
TDF0000053321;77;F;28/10/00;00/01/00;Private;SUV;Urban;0; 0 
TDF0000053322;70;F;25/08/00;00/01/00;Private;Sports Car;Urban;3; 149.000 
KDF0000053323;49;M;04/04/00;00/01/00;Commercial;Truck;Urban;4; 556.000 
SDF0000053324;36;F;03/10/00;00/01/00;Private;Sports Car;Rural;0; 0 
GDF0000053325;49;F;28/04/00;00/01/00;Private;Sports Car;Rural;0; 0 
ADF0000053326;62;M;21/05/00;00/01/00;Private;SUV;Urban;0; 0 
SDF0000053327;25;M;30/12/00;00/01/00;Commercial;Van;Rural;0; 0 
GDF0000053328;21;F;26/05/00;00/01/00;Private;Minivan;Rural;0; 0 
GDF0000053329;44;F;02/03/00;00/01/00;Private;Pickup;Urban;0; 0 
TDF0000053330;69;F;06/02/00;00/01/00;Commercial;Pickup;Urban;0; 0 
GDF0000053331;54;M;12/09/00;00/01/00;Private;Pickup;Rural;0; 0 
KDF0000053332;22;F;31/08/00;00/01/00;Private;SUV;Rural;0; 0 
GDF0000053333;79;M;11/11/00;00/01/00;Private;Sports Car;Urban;3; 164.000 
SDF0000053334;51;M;02/10/00;00/01/00;Private;SUV;Rural;0; 0 
TDF0000053335;48;M;20/03/00;00/01/00;Private;SUV;Urban;2; 250.000 
TDF0000053336;42;M;12/12/00;00/01/00;Commercial;Truck;Rural;0; 0 
GDF0000053337;22;M;06/08/00;00/01/00;Private;Minivan;Rural;0; 0 
KDF0000053338;57;M;26/04/00;00/01/00;Commercial;Van;Urban;3; 362.000 
SDF0000053339;25;F;01/11/00;00/01/00;Commercial;Minivan;Urban;1; 9.000 
TDF0000053340;74;M;26/09/00;00/01/00;Commercial;Pickup;Urban;0; 0 
GDF0000053341;47;M;06/11/00;00/01/00;Private;Van;Urban;0; 0 
KDF0000053342;57;F;02/01/00;00/01/00;Private;Minivan;Rural;0; 0 
GDF0000053343;65;F;23/04/00;00/01/00;Private;Minivan;Rural;0; 0 
KDF0000053344;44;M;16/09/00;00/01/00;Commercial;Truck;Urban;0; 0 
TDF0000053345;45;F;04/09/00;00/01/00;Commercial;Truck;Rural;0; 0 
ADF0000053346;19;F;05/09/00;00/01/00;Commercial;SUV;Urban;0; 0 
SDF0000053347;31;F;11/12/00;00/01/00;Private;Minivan;Urban;0; 0 
ADF0000053348;54;F;19/03/00;00/01/00;Private;SUV;Rural;2; 478.000 
TDF0000053349;52;F;25/10/00;00/01/00;Commercial;Minivan;Urban;3; 283.000 
TDF0000053350;30;F;27/01/00;00/01/00;Private;SUV;Urban;0; 0 
ADF0000053351;29;M;18/06/00;00/01/00;Private;SUV;Urban;0; 0 
GDF0000053352;70;F;10/02/00;00/01/00;Private;Sports Car;Urban;2; 105.000 
TDF0000053353;63;M;09/11/00;00/01/00;Private;Minivan;Rural;0; 0 
TDF0000053354;30;M;25/01/00;00/01/00;Private;SUV;Urban;2; 65.000 
TDF0000053355;46;F;06/06/00;00/01/00;Private;Minivan;Urban;1; 419.000 
TDF0000053356;55;F;28/12/00;00/01/00;Commercial;Truck;Rural;3; 421.000 
KDF0000053357;41;F;30/10/00;00/01/00;Commercial;Van;Urban;1; 679.000 
KDF0000053358;48;M;31/05/00;00/01/00;Private;Van;Urban;1; 494.000 
KDF0000053359;51;F;17/11/00;00/01/00;Private;SUV;Urban;1; 192.000 
GDF0000053360;58;M;02/07/00;00/01/00;Private;Sports Car;Urban;2; 672.000 
ADF0000053361;18;M;14/11/00;00/01/00;Private;Minivan;Urban;0; 0 
SDF0000053362;26;F;05/03/00;00/01/00;Commercial;SUV;Urban;0; 0 
TDF0000053363;45;M;15/02/00;00/01/00;Commercial;Truck;Urban;1; 675.000 
ADF0000053364;74;F;09/02/00;00/01/00;Private;Sports Car;Urban;0; 0 
SDF0000053365;56;M;14/11/00;00/01/00;Private;SUV;Urban;1; 634.000 
GDF0000053366;71;F;23/04/00;00/01/00;Commercial;Pickup;Urban;2; 434.000 
TDF0000053367;65;F;19/11/00;00/01/00;Private;Minivan;Urban;0; 0 
SDF0000053368;31;M;18/01/00;00/01/00;Private;Minivan;Rural;0; 0 
SDF0000053369;77;F;09/04/00;00/01/00;Private;SUV;Urban;0; 0 
SDF0000053370;31;F;24/09/00;00/01/00;Private;Sports Car;Rural;0; 0 
ADF0000053371;79;F;15/09/00;00/01/00;Private;SUV;Rural;0; 0 
GDF0000053372;55;M;21/07/00;00/01/00;Private;SUV;Urban;2; 570.000 
ADF0000053373;34;F;02/02/00;00/01/00;Private;SUV;Urban;1; 520.000 
KDF0000053374;68;F;13/08/00;00/01/00;Private;Minivan;Urban;0; 0 
SDF0000053375;28;F;28/04/00;00/01/00;Private;Minivan;Rural;0; 0 
TDF0000053376;39;F;13/02/00;00/01/00;Private;SUV;Urban;0; 0 
TDF0000053377;37;F;03/02/00;00/01/00;Private;Minivan;Rural;0; 0 
TDF0000053378;64;M;14/03/00;00/01/00;Private;Sports Car;Rural;0; 0 
KDF0000053379;59;M;01/03/00;00/01/00;Commercial;Van;Urban;1; 241.000 
GDF0000053380;41;M;28/09/00;00/01/00;Private;SUV;Urban;0; 0 
GDF0000053381;45;M;12/02/00;00/01/00;Private;Van;Urban;1; 124.000 
TDF0000053382;78;F;06/03/00;00/01/00;Commercial;Minivan;Urban;0; 0 
SDF0000053383;65;M;22/06/00;00/01/00;Private;SUV;Rural;0; 0 
TDF0000053384;47;F;01/07/00;00/01/00;Commercial;Truck;Urban;1; 139.000 
GDF0000053385;63;M;05/07/00;00/01/00;Commercial;Pickup;Urban;2; 90.000 
SDF0000053386;71;M;25/04/00;00/01/00;Commercial;Pickup;Urban;4; 258.000 
KDF0000053387;70;F;15/06/00;00/01/00;Commercial;Minivan;Urban;1; 332.000 
ADF0000053388;76;M;09/01/00;00/01/00;Private;Sports Car;Urban;3; 12.000 
TDF0000053389;24;F;16/08/00;00/01/00;Private;Minivan;Urban;0; 0 
SDF0000053390;23;F;30/05/00;00/01/00;Private;Minivan;Urban;3; 167.000 
ADF0000053391;43;M;09/06/00;00/01/00;Commercial;Pickup;Urban;0; 0 
KDF0000053392;54;M;15/06/00;00/01/00;Commercial;Pickup;Urban;3; 103.000 
GDF0000053393;18;M;23/08/00;00/01/00;Commercial;Truck;Urban;4; 342.000 
KDF0000053394;68;M;21/08/00;00/01/00;Private;Pickup;Urban;0; 0 
GDF0000053395;58;F;14/11/00;00/01/00;Commercial;Minivan;Urban;2; 1.000 
KDF0000053396;56;M;31/10/00;00/01/00;Commercial;SUV;Urban;0; 0 
ADF0000053397;79;M;14/08/00;00/01/00;Commercial;Van;Urban;0; 0 
GDF0000053398;56;M;28/12/00;00/01/00;Private;SUV;Rural;0; 0 
ADF0000053399;46;M;04/05/00;00/01/00;Commercial;Van;Urban;3; 680.000 
GDF0000053400;22;M;29/12/00;00/01/00;Private;Pickup;Urban;0; 0 
ADF0000053401;35;M;05/07/00;00/01/00;Commercial;Truck;Urban;0; 0 
SDF0000053402;56;F;27/07/00;00/01/00;Commercial;Pickup;Urban;1; 383.000 
SDF0000053403;74;F;05/04/00;00/01/00;Private;SUV;Urban;3; 579.000 
GDF0000053404;51;M;14/02/00;00/01/00;Private;Minivan;Rural;0; 0 
GDF0000053405;54;F;13/11/00;00/01/00;Private;Sports Car;Urban;1; 127.000 
GDF0000053406;25;M;28/05/00;00/01/00;Private;Pickup;Rural;0; 0 
SDF0000053407;78;M;15/01/00;00/01/00;Private;Sports Car;Urban;0; 0 
KDF0000053408;71;F;20/01/00;00/01/00;Commercial;SUV;Urban;0; 0 
TDF0000053409;61;F;20/01/00;00/01/00;Private;SUV;Urban;0; 0 
SDF0000053410;37;F;06/01/00;00/01/00;Private;Minivan;Urban;3; 424.000 
GDF0000053411;49;M;05/01/00;00/01/00;Private;Minivan;Urban;2; 384.000 
KDF0000053412;44;M;17/07/00;00/01/00;Private;SUV;Urban;0; 0 
TDF0000053413;46;F;30/06/00;00/01/00;Private;Sports Car;Urban;1; 598.000 
TDF0000053414;27;M;29/01/00;00/01/00;Commercial;SUV;Urban;2; 294.000 
GDF0000053415;50;F;09/07/00;00/01/00;Commercial;Pickup;Urban;1; 121.000 
TDF0000053416;28;F;12/09/00;00/01/00;Private;Pickup;Urban;3; 421.000 
GDF0000053417;61;M;20/03/00;00/01/00;Private;Minivan;Urban;1; 408.000 
KDF0000053418;51;F;25/12/00;26/06/04;Private;SUV;Urban;3; 537.000 
ADF0000053419;55;F;25/07/00;00/01/00;Private;Minivan;Urban;1; 680.000 
SDF0000053420;53;F;29/01/00;00/01/00;Commercial;Pickup;Urban;1; 698.000 
ADF0000053421;42;F;06/04/00;00/01/00;Commercial;Van;Urban;1; 450.000 
GDF0000053422;56;F;06/10/00;00/01/00;Private;SUV;Rural;1; 708.000 
GDF0000053423;48;F;23/05/00;00/01/00;Private;Minivan;Urban;2; 432.000 
TDF0000053424;21;M;02/03/00;00/01/00;Private;Van;Urban;1; 349.000 
SDF0000053425;31;M;22/02/00;00/01/00;Commercial;Pickup;Rural;1; 183.000 
TDF0000053426;65;M;12/07/00;08/06/04;Private;SUV;Urban;3; 255.000 
GDF0000053427;48;M;13/06/00;00/01/00;Private;Sports Car;Urban;1; 467.000 
SDF0000053428;66;F;04/04/00;00/01/00;Private;Van;Urban;1; 709.000 
KDF0000053429;33;M;08/04/00;00/01/00;Commercial;Pickup;Urban;5; 485.000 
SDF0000053430;30;F;01/03/00;00/01/00;Commercial;Sports Car;Rural;1; 701.000 
TDF0000053431;22;M;18/04/00;00/01/00;Commercial;Pickup;Urban;1; 509.000 
SDF0000053432;45;M;01/04/00;00/01/00;Commercial;Pickup;Urban;1; 366.000 
ADF0000053433;52;F;16/01/00;00/01/00;Private;SUV;Urban;1; 94.000 
SDF0000053434;39;F;20/09/00;00/01/00;Private;Van;Urban;1; 309.000 
KDF0000053435;20;M;12/10/00;00/01/00;Private;Minivan;Urban;1; 455.000 
SDF0000053436;36;M;02/05/00;00/01/00;Private;SUV;Urban;1; 178.000 
GDF0000053437;50;F;15/10/00;00/01/00;Commercial;Truck;Urban;1; 208.000 
SDF0000053438;40;F;14/07/00;00/01/00;Commercial;Sports Car;Urban;1; 233.000 
GDF0000053439;75;F;07/04/00;00/01/00;Private;SUV;Rural;1; 351.000 
KDF0000053440;63;F;23/09/00;00/01/00;Private;Pickup;Urban;2; 188.000 
KDF0000053441;76;M;27/03/00;00/01/00;Commercial;Pickup;Rural;1; 131.000 
KDF0000053442;35;M;05/02/00;00/01/00;Commercial;Van;Urban;1; 2.000 
SDF0000053443;35;F;06/10/00;00/01/00;Commercial;Van;Urban;2; 356.000 
TDF0000053444;30;F;26/03/00;00/01/00;Private;Minivan;Urban;1; 315.000 
KDF0000053445;58;F;07/11/00;00/01/00;Commercial;Van;Urban;1; 63.000 
ADF0000053446;48;M;23/04/00;00/01/00;Private;Sports Car;Rural;1; 463.000 
TDF0000053447;28;M;29/07/00;00/01/00;Commercial;Pickup;Urban;1; 140.000 
KDF0000053448;42;M;18/04/00;00/01/00;Commercial;Truck;Urban;1; 667.000 
KDF0000053449;19;M;30/11/00;00/01/00;Private;SUV;Rural;1; 489.000 
KDF0000053450;30;F;27/04/00;00/01/00;Commercial;SUV;Rural;2; 477.000 
GDF0000053451;51;F;08/10/00;00/01/00;Private;SUV;Urban;1; 260.000 
GDF0000053452;71;M;11/08/00;00/01/00;Private;Minivan;Rural;1; 559.000 
SDF0000053453;79;M;05/07/00;00/01/00;Private;Sports Car;Urban;4; 152.000 
GDF0000053454;39;M;07/08/00;00/01/00;Private;Van;Urban;3; 166.000 
TDF0000053455;31;M;08/04/00;00/01/00;Private;Minivan;Urban;1; 234.000 
KDF0000053456;19;F;17/01/00;00/01/00;Private;SUV;Urban;3; 130.000 
KDF0000053457;26;F;13/12/00;00/01/00;Private;SUV;Urban;1; 34.000 
ADF0000053458;19;M;25/07/00;00/01/00;Private;Sports Car;Urban;3; 416.000 
TDF0000053459;75;F;11/12/00;00/01/00;Private;Pickup;Rural;1; 395.000 
ADF0000053460;43;M;19/07/00;00/01/00;Private;SUV;Urban;1; 598.000 
SDF0000053461;37;F;16/02/00;00/01/00;Commercial;Sports Car;Urban;3; 318.000 
KDF0000053462;21;M;05/12/00;00/01/00;Private;Van;Urban;1; 609.000 
SDF0000053463;30;F;11/12/00;00/01/00;Private;Minivan;Urban;0; 0 
SDF0000053464;43;M;07/09/00;00/01/00;Commercial;Pickup;Urban;1; 234.000 
TDF0000053465;48;F;30/04/00;00/01/00;Private;Sports Car;Urban;1; 536.000 
GDF0000053466;57;M;08/08/00;00/01/00;Commercial;Truck;Rural;0; 0 
SDF0000053467;65;F;12/01/00;00/01/00;Commercial;SUV;Urban;0; 0 
SDF0000053468;19;F;03/07/00;00/01/00;Private;Pickup;Urban;2; 172.000 
ADF0000053469;63;F;10/12/00;00/01/00;Private;Minivan;Urban;2; 453.000 
GDF0000053470;63;M;04/09/00;00/01/00;Private;Sports Car;Urban;4; 424.000 
KDF0000053471;40;F;13/09/00;00/01/00;Private;Minivan;Urban;2; 527.000 
TDF0000053472;45;M;28/09/00;00/01/00;Private;Pickup;Rural;0; 0 
KDF0000053473;68;M;13/06/00;00/01/00;Commercial;Truck;Urban;0; 0 
KDF0000053474;42;F;02/08/00;00/01/00;Private;SUV;Urban;0; 0 
ADF0000053475;57;M;14/01/00;00/01/00;Commercial;Minivan;Urban;0; 0 
TDF0000053476;57;F;16/09/00;00/01/00;Commercial;Minivan;Urban;2; 56.000 
GDF0000053477;50;F;17/05/00;00/01/00;Private;SUV;Urban;2; 73.000 
TDF0000053478;49;M;04/08/00;00/01/00;Private;Sports Car;Urban;0; 0 
GDF0000053479;73;M;05/02/00;00/01/00;Private;Pickup;Urban;0; 0 
ADF0000053480;37;M;01/03/00;00/01/00;Private;Van;Urban;1; 426.000 
SDF0000053481;47;F;22/08/00;00/01/00;Private;Minivan;Urban;3; 135.000 
TDF0000053482;34;M;02/12/00;00/01/00;Commercial;Minivan;Urban;1; 650.000 
GDF0000053483;76;F;17/06/00;00/01/00;Private;Minivan;Urban;2; 159.000 
KDF0000053484;40;F;15/12/00;00/01/00;Private;Van;Urban;3; 690.000 
KDF0000053485;77;M;16/01/00;00/01/00;Commercial;Pickup;Urban;1; 526.000 
SDF0000053486;43;M;17/11/00;00/01/00;Commercial;Pickup;Rural;1; 151.000 
TDF0000053487;61;F;06/07/00;00/01/00;Private;Pickup;Urban;1; 109.000 
KDF0000053488;18;F;25/06/00;00/01/00;Private;SUV;Urban;1; 485.000 
KDF0000053489;74;M;11/04/00;00/01/00;Commercial;Pickup;Urban;2; 679.000 
ADF0000053490;41;M;26/10/00;00/01/00;Private;Van;Urban;1; 257.000 
GDF0000053491;70;M;02/01/00;00/01/00;Private;SUV;Urban;1; 317.000 
KDF0000053492;38;F;27/10/00;00/01/00;Private;SUV;Rural;1; 462.000 
KDF0000053493;62;F;18/02/00;00/01/00;Private;SUV;Urban;1; 144.000 
ADF0000053494;20;F;03/10/00;00/01/00;Private;Minivan;Urban;2; 413.000 
KDF0000053495;45;M;11/05/00;00/01/00;Private;Minivan;Rural;1; 643.000 
GDF0000053496;39;M;22/10/00;00/01/00;Commercial;Van;Urban;2; 708.000 
KDF0000053497;72;F;04/02/00;00/01/00;Private;Minivan;Urban;1; 403.000 
GDF0000053498;21;M;18/02/00;00/01/00;Commercial;Van;Urban;1; 516.000 
GDF0000053499;25;M;02/05/00;00/01/00;Commercial;Pickup;Urban;2; 198.000 
TDF0000053500;25;F;02/10/00;00/01/00;Commercial;Pickup;Urban;1; 373.000 
TDF0000053501;59;M;08/08/00;00/01/00;Private;Sports Car;Rural;1; 480.000 
KDF0000053502;18;F;18/05/00;00/01/00;Commercial;Pickup;Urban;1; 461.000 
TDF0000053503;76;M;17/05/00;00/01/00;Private;Minivan;Urban;1; 627.000 
ADF0000053504;79;F;10/10/00;00/01/00;Commercial;Pickup;Urban;2; 571.000 
ADF0000053505;37;M;11/10/00;00/01/00;Commercial;Truck;Urban;1; 305.000 
KDF0000053506;38;M;25/11/00;00/01/00;Private;SUV;Urban;1; 719.000 
KDF0000053507;48;F;28/03/00;00/01/00;Commercial;Sports Car;Urban;1; 286.000 
SDF0000053508;66;F;25/01/00;00/01/00;Commercial;Truck;Urban;4; 363.000 
SDF0000053509;39;M;04/03/00;00/01/00;Private;Sports Car;Rural;1; 173.000 
KDF0000053510;58;M;15/03/00;00/01/00;Private;Minivan;Urban;1; 668.000 
TDF0000053511;49;M;26/06/00;00/01/00;Private;Minivan;Urban;1; 298.000 
ADF0000053512;36;F;16/12/00;00/01/00;Private;Minivan;Urban;1; 57.000 
TDF0000053513;52;F;22/11/00;00/01/00;Commercial;Truck;Urban;1; 617.000 
GDF0000053514;37;F;19/11/00;00/01/00;Private;Pickup;Urban;1; 660.000 
GDF0000053515;67;F;12/07/00;00/01/00;Private;Sports Car;Urban;1; 244.000 
GDF0000053516;20;M;11/05/00;00/01/00;Commercial;Pickup;Urban;1; 710.000 
GDF0000053517;70;M;13/05/00;00/01/00;Private;SUV;Urban;1; 304.000 
GDF0000053518;64;M;02/03/00;00/01/00;Private;SUV;Urban;1; 592.000 
TDF0000053519;26;F;23/02/00;00/01/00;Private;SUV;Rural;1; 173.000 
GDF0000053520;73;M;24/01/00;00/01/00;Private;SUV;Urban;1; 578.000 
ADF0000053521;58;M;11/11/00;00/01/00;Private;Minivan;Urban;1; 664.000 
ADF0000053522;49;M;05/10/00;00/01/00;Private;SUV;Urban;1; 163.000 
KDF0000053523;77;F;14/10/00;00/01/00;Private;Sports Car;Urban;1; 441.000 
GDF0000053524;35;M;12/05/00;00/01/00;Commercial;Pickup;Urban;1; 199.000 
SDF0000053525;38;M;15/06/00;00/01/00;Private;SUV;Urban;1; 415.000 
GDF0000053526;45;M;24/07/00;00/01/00;Commercial;SUV;Urban;2; 127.000 
GDF0000053527;30;M;28/09/00;00/01/00;Private;Minivan;Rural;1; 103.000 
TDF0000053528;22;M;10/08/00;00/01/00;Private;Sports Car;Urban;3; 467.000 
SDF0000053529;25;F;03/10/00;00/01/00;Private;Sports Car;Rural;1; 442.000 
GDF0000053530;26;M;15/11/00;00/01/00;Private;SUV;Urban;2; 176.000 
SDF0000053531;41;F;14/03/00;00/01/00;Commercial;Truck;Urban;2; 404.000 
KDF0000053532;32;F;26/01/00;00/01/00;Private;SUV;Rural;1; 270.000 
ADF0000053533;72;F;22/11/00;00/01/00;Private;SUV;Urban;1; 80.000 
KDF0000053534;48;F;13/03/00;00/01/00;Private;Minivan;Urban;1; 615.000 
KDF0000053535;61;F;20/07/00;00/01/00;Commercial;Truck;Urban;2; 181.000 
ADF0000053536;33;F;24/07/00;00/01/00;Private;Minivan;Urban;1; 246.000 
SDF0000053537;24;F;28/08/00;00/01/00;Private;SUV;Urban;2; 3.000 
GDF0000053538;74;F;08/02/00;00/01/00;Private;Minivan;Urban;4; 470.000 
GDF0000053539;56;F;24/06/00;00/01/00;Private;SUV;Rural;1; 37.000 
GDF0000053540;61;F;23/12/00;00/01/00;Private;Minivan;Urban;1; 403.000 
TDF0000053541;74;F;09/08/00;00/01/00;Commercial;Pickup;Urban;1; 598.000 
ADF0000053542;29;F;11/12/00;00/01/00;Commercial;Van;Rural;1; 89.000 
SDF0000053543;53;F;30/03/00;00/01/00;Commercial;Van;Urban;1; 78.000 
ADF0000053544;66;M;29/05/00;00/01/00;Private;Sports Car;Urban;1; 366.000 
SDF0000053545;80;F;16/07/00;00/01/00;Commercial;Sports Car;Urban;1; 29.000 
TDF0000053546;38;F;13/05/00;00/01/00;Commercial;Van;Urban;1; 207.000 
TDF0000053547;49;M;03/01/00;00/01/00;Private;Minivan;Urban;1; 556.000 
GDF0000053548;71;F;23/11/00;00/01/00;Private;Pickup;Urban;3; 695.000 
TDF0000053549;74;F;08/01/00;00/01/00;Private;Sports Car;Rural;2; 354.000 
SDF0000053550;76;F;15/02/00;00/01/00;Private;Minivan;Rural;1; 471.000 
GDF0000053551;69;F;23/03/00;00/01/00;Commercial;Sports Car;Urban;1; 584.000 
SDF0000053552;35;M;18/05/00;00/01/00;Private;Van;Urban;1; 421.000 
SDF0000053553;56;F;03/03/00;00/01/00;Commercial;Truck;Rural;2; 512.000 
KDF0000053554;30;F;21/01/00;00/01/00;Private;Van;Urban;1; 323.000 
TDF0000053555;27;F;07/12/00;00/01/00;Commercial;Truck;Urban;1; 611.000 
GDF0000053556;64;M;29/01/00;00/01/00;Private;Van;Urban;1; 707.000 
SDF0000053557;57;M;22/04/00;00/01/00;Commercial;Sports Car;Urban;1; 356.000 
TDF0000053558;48;M;05/03/00;00/01/00;Private;SUV;Urban;1; 444.000 
KDF0000053559;30;M;09/12/00;00/01/00;Private;Minivan;Urban;1; 335.000 
TDF0000053560;67;M;31/01/00;00/01/00;Commercial;Sports Car;Rural;1; 568.000 
GDF0000053561;39;M;05/12/00;00/01/00;Private;SUV;Urban;1; 341.000 
SDF0000053562;29;F;30/03/00;00/01/00;Commercial;Van;Rural;1; 14.000 
GDF0000053563;78;M;17/02/00;00/01/00;Private;SUV;Urban;1; 157.000 
KDF0000053564;22;F;26/11/00;00/01/00;Private;Minivan;Rural;1; 543.000 
TDF0000053565;48;M;22/05/00;00/01/00;Commercial;Pickup;Urban;1; 461.000 
TDF0000053566;54;F;30/05/00;00/01/00;Private;Sports Car;Rural;1; 403.000 
TDF0000053567;65;M;09/06/00;00/01/00;Private;Minivan;Urban;1; 180.000 
GDF0000053568;65;M;01/03/00;00/01/00;Private;Minivan;Urban;2; 538.000 
SDF0000053569;75;M;06/03/00;00/01/00;Private;SUV;Urban;1; 444.000 
SDF0000053570;54;F;02/06/00;00/01/00;Private;Minivan;Rural;1; 678.000 
TDF0000053571;74;M;12/09/00;00/01/00;Private;Sports Car;Rural;2; 354.000 
SDF0000053572;46;F;22/07/00;00/01/00;Private;Minivan;Urban;1; 612.000 
ADF0000053573;55;F;15/12/00;00/01/00;Private;Minivan;Urban;1; 63.000 
GDF0000053574;52;M;19/05/00;00/01/00;Commercial;Pickup;Urban;1; 128.000 
ADF0000053575;75;F;30/06/00;00/01/00;Private;Minivan;Urban;1; 543.000 
ADF0000053576;77;F;18/03/00;00/01/00;Private;SUV;Urban;2; 626.000 
SDF0000053577;69;F;24/08/00;00/01/00;Commercial;SUV;Urban;2; 311.000 
KDF0000053578;68;F;06/04/00;00/01/00;Commercial;SUV;Urban;2; 84.000 
GDF0000053579;57;M;09/02/00;00/01/00;Commercial;Pickup;Urban;1; 366.000 
TDF0000053580;79;F;13/05/00;00/01/00;Commercial;Van;Urban;1; 362.000 
ADF0000053581;48;M;05/07/00;00/01/00;Commercial;SUV;Urban;0; 0 
SDF0000053582;44;M;08/10/00;00/01/00;Commercial;Pickup;Urban;1; 443.000 
KDF0000053583;70;M;13/10/00;00/01/00;Private;SUV;Urban;2; 298.000 
TDF0000053584;65;F;20/10/00;00/01/00;Private;SUV;Rural;0; 0 
GDF0000053585;60;M;29/05/00;00/01/00;Private;SUV;Urban;0; 0 
KDF0000053586;39;M;16/12/00;00/01/00;Commercial;SUV;Urban;0; 0 
ADF0000053587;49;F;02/01/00;00/01/00;Private;Minivan;Rural;0; 0 
KDF0000053588;61;M;08/09/00;00/01/00;Private;SUV;Rural;0; 0 
SDF0000053589;18;M;29/07/00;00/01/00;Commercial;Pickup;Urban;0; 0 
TDF0000053590;39;F;13/01/00;00/01/00;Commercial;Pickup;Urban;2; 644.000 
ADF0000053591;33;M;15/09/00;00/01/00;Private;Sports Car;Urban;0; 0 
KDF0000053592;34;F;21/01/00;00/01/00;Private;Minivan;Urban;1; 446.000 
GDF0000053593;56;M;06/12/00;00/01/00;Private;Pickup;Urban;0; 0 
ADF0000053594;54;F;30/06/00;00/01/00;Private;Minivan;Rural;0; 0 
TDF0000053595;20;M;16/05/00;00/01/00;Private;Van;Urban;0; 0 
TDF0000053596;25;F;05/02/00;00/01/00;Commercial;Pickup;Rural;0; 0 
TDF0000053597;75;M;03/12/00;00/01/00;Commercial;Van;Urban;0; 0 
KDF0000053598;74;M;06/02/00;00/01/00;Commercial;SUV;Urban;4; 425.000 
TDF0000053599;37;M;28/12/00;00/01/00;Commercial;Pickup;Rural;0; 0 
SDF0000053600;64;F;04/01/00;00/01/00;Private;Pickup;Urban;1; 513.000 
ADF0000053601;26;F;30/05/00;00/01/00;Commercial;Truck;Urban;2; 585.000 
GDF0000053602;69;M;26/11/00;00/01/00;Commercial;Truck;Urban;1; 572.000 
GDF0000053603;27;F;21/12/00;00/01/00;Commercial;Van;Urban;0; 0 
TDF0000053604;77;F;05/03/00;00/01/00;Private;SUV;Rural;0; 0 
GDF0000053605;70;M;29/07/00;00/01/00;Commercial;Pickup;Urban;3; 129.000 
ADF0000053606;26;F;09/11/00;00/01/00;Commercial;Van;Urban;0; 0 
KDF0000053607;68;F;31/03/00;00/01/00;Private;Minivan;Urban;0; 0 
KDF0000053608;43;F;03/04/00;00/01/00;Private;Van;Rural;0; 0 
ADF0000053609;54;M;18/04/00;00/01/00;Private;Minivan;Urban;0; 0 
TDF0000053610;71;M;13/02/00;00/01/00;Private;Sports Car;Urban;0; 0 
ADF0000053611;44;F;25/11/00;00/01/00;Commercial;Minivan;Rural;0; 0 
ADF0000053612;51;M;03/04/00;00/01/00;Commercial;SUV;Urban;1; 137.000 
TDF0000053613;57;M;31/03/00;00/01/00;Private;Van;Urban;0; 0 
KDF0000053614;80;F;19/01/00;00/01/00;Commercial;Pickup;Rural;0; 0 
SDF0000053615;38;M;01/03/00;00/01/00;Private;Minivan;Urban;1; 39.000 
KDF0000053616;49;M;12/10/00;00/01/00;Commercial;Van;Urban;0; 0 
KDF0000053617;66;M;09/02/00;00/01/00;Private;Minivan;Urban;0; 0 
SDF0000053618;26;M;20/06/00;00/01/00;Commercial;Pickup;Urban;0; 0 
ADF0000053619;51;F;27/01/00;00/01/00;Private;Minivan;Urban;0; 0 
KDF0000053620;76;F;16/09/00;00/01/00;Private;Pickup;Urban;0; 0 
TDF0000053621;41;F;19/09/00;00/01/00;Commercial;Minivan;Urban;0; 0 
